timestamp,frame_number,subject_name,x,y,z,qw,qx,qy,qz
1773612466.633129,32531693,UMI_left_gripper,-906.6274241927625,223.7383175981142,91.96214771270907,-0.06440796355836435,0.6956164827108875,0.23590668147859964,0.6755126651995155
1773612466.633129,32531693,UMI-wrist,-979.2219066577055,268.8182490939904,169.93960731897985,0.3649344088373216,0.06343238833343383,0.0030309273929079433,0.9288649109725322
1773612466.643863,32531694,UMI_left_gripper,-906.6457201296851,223.75308288934812,91.88688191097143,-0.06407000109181808,0.6956763861174193,0.23675125869308053,0.6751875608051026
1773612466.643863,32531694,UMI-wrist,-979.2193892217601,268.85376141152517,169.9048390046271,0.365234643393127,0.0638621918311043,0.002382627123271193,0.928719332633931
1773612466.652023,32531695,UMI_left_gripper,-906.542003756636,223.79194825621155,91.85991179934295,-0.06363986060894777,0.693829726377127,0.235384377521064,0.6776020024735286
1773612466.652023,32531695,UMI-wrist,-979.1752393615791,268.85840872521203,169.83481231583863,0.36532834554396576,0.06370419126058223,0.0028916091907501772,0.928691883540624
1773612466.6565492,32531696,UMI_left_gripper,-906.6522407248192,223.7553721271314,91.92893387605871,-0.06465489272084901,0.6956951381330692,0.23670623145638062,0.6751282690089223
1773612466.6565492,32531696,UMI-wrist,-979.1717255671253,268.85444899845163,169.82735539512584,0.365350690891146,0.06378065181653819,0.0028680958298862667,0.928677917873323
1773612466.665281,32531697,UMI_left_gripper,-906.6330764215419,223.72146752675465,91.86425697591079,-0.06400845375703149,0.6957454525077755,0.23704336120559985,0.6750197242086606
1773612466.665281,32531697,UMI-wrist,-979.165841008381,268.82897956302253,169.85735630683095,0.36591414920207643,0.06453912057351978,0.003065312742293049,0.9284030058046502
1773612466.6733902,32531698,UMI_left_gripper,-906.5188464217769,223.7786432325721,91.89731534006735,-0.06359752825131863,0.6940157318500212,0.2359298185059607,0.6772256928711038
1773612466.6733902,32531698,UMI-wrist,-979.1827138502068,268.83128307652197,169.87755406802918,0.36502534241856166,0.06339787763910405,0.002947613258058277,0.9288318039769903
1773612466.6813812,32531699,UMI_left_gripper,-906.6448114056823,223.7224843536097,91.90700027335308,-0.06463921428159763,0.6963768942013717,0.23724466108775816,0.6742373202255005
1773612466.6813812,32531699,UMI-wrist,-979.2051343808505,268.840313523591,169.98316809928355,0.36530337287585535,0.06359792936234544,0.003060549998547098,0.9287084484271975
