timestamp,frame_number,subject_name,x,y,z,qw,qx,qy,qz
1773612107.262764,32488330,UMI_left_gripper,-635.0317030319648,773.5808418509598,633.9767781829462,0.518533743493346,-0.34973753628271426,-0.5334897058781383,-0.5693813715742125
1773612107.262764,32488330,UMI-wrist,-695.3570770591806,690.5545044297107,691.3488776738782,-0.2926244506664677,-0.017754835501437673,-0.10323647981673217,0.9504724751004179
1773612107.2693162,32488570,UMI_left_gripper,-750.8464425838989,572.8645724529845,1115.6998854028582,-0.33426433830238095,0.452417974527542,0.39814881444242434,0.7246122066469485
1773612107.2693162,32488570,UMI-wrist,-848.9956031956525,533.8612826711533,1169.4992678590902,-0.0036003713814226437,-0.0780838268944148,-0.13580508124920884,0.9876471704056742
1773612107.2825549,32488571,UMI_left_gripper,-750.8021814867957,572.9061342355777,1115.761933050664,-0.3341616416285042,0.45301162035075193,0.39847429436465365,0.7241095951732174
1773612107.2825549,32488571,UMI-wrist,-848.98612357375,533.9212303579988,1169.5221051810329,-0.0038723868797064733,-0.07548314587491214,-0.13548679885197829,0.9878920116315975
1773612107.2894258,32488572,UMI_left_gripper,-750.6975591168041,572.9722790612502,1115.7067482400362,-0.3341549203915606,0.45293466352892214,0.39860432200262547,0.7240892722813115
1773612107.2894258,32488572,UMI-wrist,-848.9147027878021,533.9778972657899,1169.564089547076,-0.0043611505600234446,-0.07807179737345203,-0.1356692801468807,0.9876637187044479
1773612107.2938318,32488573,UMI_left_gripper,-750.6029771278572,573.0100523266336,1115.7404335177005,-0.3341348968875428,0.4534540562543459,0.39947669897743626,0.7232922345238627
1773612107.2938318,32488573,UMI-wrist,-848.7921051732219,534.0592765285846,1169.4945611109201,-0.004705029443212687,-0.07861780509297618,-0.13771322145094708,0.9873358962672752
1773612107.3022132,32488574,UMI_left_gripper,-750.5797369433601,573.125323527915,1115.745278994885,-0.33481567877988383,0.4527290789483568,0.3979670699755424,0.7242631107082701
1773612107.3022132,32488574,UMI-wrist,-848.7629296527266,534.0967865579561,1169.5364985470305,-0.003686711936692038,-0.07653912003608217,-0.13594118609138178,0.9877490395759777
1773612107.3108091,32488575,UMI_left_gripper,-750.239735334664,573.2648264789498,1115.624724182333,-0.33448233569398744,0.4499313717797201,0.3951310667325712,0.7277051380194416
1773612107.3108091,32488575,UMI-wrist,-848.627713942517,534.0834607665504,1169.4762894492108,-0.004687178785818076,-0.07924568984364973,-0.13686269942082704,0.9874040472387574
1773612107.318469,32488576,UMI_left_gripper,-750.1240094847719,573.322182211286,1115.606857373481,-0.3353557210228926,0.4493518275118782,0.39247802057334663,0.7290956582340749
