timestamp,frame_number,subject_name,x,y,z,qw,qx,qy,qz
1773612094.660188,32486817,UMI_left_gripper,-662.6694100013093,688.4792066032236,469.5447358696065,0.5394152140979915,-0.35579401967528484,-0.33759863479890206,-0.6844479557605814
1773612094.660188,32486817,UMI-wrist,-733.746517447276,604.8649869452096,512.8040945486686,-0.15688318287447883,0.05367328942142122,-0.26824171921798595,0.9489748284358424
1773612094.668737,32487058,UMI_left_gripper,-712.7394056318988,628.098210133382,1066.221766233997,-0.3938914572829886,0.46279754583963,0.42293144914948305,0.6721584193957681
1773612094.668737,32487058,UMI-wrist,-800.4096309692984,577.8856033169196,1124.6092153461395,-0.07640231020863184,-0.0626919677006117,-0.12303903214618224,0.9874683796198945
1773612094.6767879,32487059,UMI_left_gripper,-712.7499307260291,627.5427502458091,1065.7892673403644,-0.39327444966857467,0.4635394985877115,0.42364157362473254,0.6715609857516243
1773612094.6767879,32487059,UMI-wrist,-800.3108856265078,577.5272729555754,1124.4354067532454,-0.0763274022206755,-0.06179800432555095,-0.12405133203279878,0.9874038694235053
1773612094.685097,32487060,UMI_left_gripper,-712.6958029082979,626.9888936895919,1065.5175254316987,-0.3929950861384114,0.46427879329330723,0.4233892562128596,0.6713729232644812
1773612094.685097,32487060,UMI-wrist,-800.2197725444114,577.1178016260347,1124.2065907887377,-0.07551634276204423,-0.0592412761045683,-0.12496521071428474,0.9875076958143072
1773612094.693493,32487061,UMI_left_gripper,-712.6537731735783,626.4186718217204,1065.3713463019735,-0.39342294701451447,0.4653533144694169,0.4229195345351841,0.6706740972956132
1773612094.693493,32487061,UMI-wrist,-800.1548543391078,576.7122702679001,1124.172443163976,-0.0744969170128276,-0.0583486965945866,-0.12437530400607864,0.987712722766439
1773612094.702112,32487062,UMI_left_gripper,-712.5861168312953,625.8226588146581,1065.3324145843285,-0.3922704799931611,0.4658535338767084,0.4233638501288663,0.6707215561651352
1773612094.702112,32487062,UMI-wrist,-800.11418334219,576.24354945957,1124.2100004089268,-0.0733970187042963,-0.05945414343326346,-0.1238596389232324,0.9877939422368133
1773612094.7108228,32487063,UMI_left_gripper,-712.7133596868445,625.0560082931022,1065.3962308154096,-0.39131362898021715,0.46893926311855344,0.4277395591943352,0.6663396136958967
1773612094.7108228,32487063,UMI-wrist,-800.2414209099652,575.6911092712677,1124.1640914783807,-0.07343249572428236,-0.061378374692642734,-0.12220225271039568,0.9878800398450702
1773612094.718139,32487064,UMI_left_gripper,-712.5638847416027,624.420657537392,1065.4543133843777,-0.39216880972356627,0.46613746176225973,0.42459919120011197,0.6698022232376136
1773612094.718139,32487064,UMI-wrist,-800.2708740943193,575.1263937913326,1124.1707552456385,-0.07165917881191282,-0.0635011882238749,-0.12331858469309799,0.9877373577300038
1773612094.727576,32487065,UMI_left_gripper,-712.3851195962415,623.786483294701,1065.6398504874503,-0.3917599083644226,0.4637795271909418,0.4229878859977439,0.6726915880669279
1773612094.727576,32487065,UMI-wrist,-800.4756471185628,574.5631909055811,1124.2338412663532,-0.07007234040311061,-0.06203552246775789,-0.12434802420089491,0.987815281284875
1773612094.7351859,32487066,UMI_left_gripper,-712.247287367193,622.9443863109567,1065.8436667678277,-0.3909514895335628,0.4645713937974695,0.42386357051848267,0.6720640047524407
1773612094.7351859,32487066,UMI-wrist,-800.4729144164364,573.9213721231908,1124.096667520118,-0.06997044802602678,-0.06261812250348328,-0.12562182291217952,0.9876245565726871
